id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	size_in_bytes	uncompressed_size_in_bytes	sha256	md5	filename	file_format	compression_format	data_type	assay_type	analysis_type	mime_type	bundle_collection_id_namespace	bundle_collection_local_id	dbgap_study_id
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80034885225_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac	8f27ddb2-db53-58e1-8b87-d5828ff074f9		1359925943		0828d3d7822ba3833370c263b83da13cd9bd4543c64f48d9667f1a8b4cde1e4a		80034885225_R1.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80034885225_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac	cd50ec2a-cf7e-5f1f-84d0-2f1dc52abe50		1296316198		0a365d526b943550f9bda093d8195e4ec2c25cf7043e9185eeac1c0aa30e2e88		80034885225_R2.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80035995233_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac	7ede087f-fa46-5cba-909f-48caa749a69a		1045862436		a91f45c1e6bbac7b2cbdd4cf52642d42925baae2c1ce3bd77dee38a8869b4b22		80035995233_R1.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/80035995233_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac	52336202-abf4-5dcf-854a-1f0216dda5bc		1096287789		2a518623152006873b26b7ff4423bd626ae62bd922c2203ee033e7b01470a8c9		80035995233_R2.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90217015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac	1c05791b-dc73-5c9a-9e62-8a31cbfdfda0		1131194569		470a6513da965641b2a4a03b5a1495be0a488f28681306b11d06094478e120dc		90217015204_R1.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90217015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac	545250b8-2902-5d0d-b9da-eac9a3b90444		1182423983		ce265b79a7b39adeeeef9b5eecb83998f9b05ca8450347c45fa057e97ae6f8cd		90217015204_R2.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90218015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac	22dfe870-4131-56cd-b9d3-a1b065ef25ce		1382265129		0aeb836dffd53822ba947b25183b9a778282353f24babc5da5492e70901cd63f		90218015204_R1.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90218015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac	90bd134c-2173-5dde-99a9-d7c31e9c8fdb		1460760867		d4daef3c20518479e4826b8fd40521f9cfaabc1042ee87b7b7d8cbbde30ae02f		90218015204_R2.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90222015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac	4d417eca-7a24-5cde-bfb7-e9350bc46551		1187896446		ef966ac048f37e3f758d7ece74f8056b4f254ab911d74c6cafd6f04f445923f2		90222015204_R1.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90222015204_R2.fastq.gz	tag:motrpac-data.org,2023:	motrpac	a6919211-0ff5-5774-9d56-ecfcf50b8adb		1259276543		76bdd260b782b73184fd32bd346542346a64ea7915f165316f57e0df78d58ce8		90222015204_R2.fastq.gz				OBI:0003089		application/octet-stream			
tag:motrpac-data.org,2023:	pass1b-06/epigenomics/t52-hippocampus/atac-seq/fastq/90223015204_R1.fastq.gz	tag:motrpac-data.org,2023:	motrpac	c13bee9e-2aa3-526b-89a0-53ba38f27aee		1300456528		5b4c70595e0b74ecbd845dca8cacbb5e01db0bd2807bc2366938cc75b181f775		90223015204_R1.fastq.gz				OBI:0003089		application/octet-stream			
